FuelMass_kg,InitialMass_kg,Mass_fractoion,Thrust_N,MassFlowRate_kgps,BurnTime_s,Apogee_m
3.5,24.025,1.17052375152253,2000,0.994845085832125,3.5181356875,2349.2413619527
3.5,24.025,1.17052375152253,2333.33333333333,1.16065260013748,3.015544875,2343.77584296087
3.5,24.025,1.17052375152253,2666.66666666667,1.32646011444283,2.638601765625,2338.60610916413
3.5,24.025,1.17052375152253,3000,1.49226762874819,2.34542379166667,2334.16774239972
3.5,24.025,1.17052375152253,3333.33333333333,1.65807514305354,2.1108814125,2330.22389056897
3.5,24.025,1.17052375152253,3666.66666666667,1.8238826573589,1.91898310227273,2326.76205891956
3.5,24.025,1.17052375152253,4000,1.98969017166425,1.75906784375,2323.03550613233
4,24.6,1.19417475728155,1000,0.497422542916063,8.041453,2758.20193088215
4,24.6,1.19417475728155,1333.33333333333,0.663230057221417,6.03108975,2751.32881571429
4,24.6,1.19417475728155,1666.66666666667,0.829037571526771,4.8248718,2734.39838781333
4,24.6,1.19417475728155,2000,0.994845085832125,4.0207265,2717.49900050963
4,24.6,1.19417475728155,2333.33333333333,1.16065260013748,3.446337,2703.1066140167
4,24.6,1.19417475728155,2666.66666666667,1.32646011444283,3.015544875,2690.38962249712
4,24.6,1.19417475728155,3000,1.49226762874819,2.68048433333333,2679.74239284833
4,24.6,1.19417475728155,3333.33333333333,1.65807514305354,2.4124359,2670.70294056279
4,24.6,1.19417475728155,3666.66666666667,1.8238826573589,2.19312354545455,2663.1160497605
4,24.6,1.19417475728155,4000,1.98969017166425,2.01036325,2656.69628502062
4.5,25.175,1.21765417170496,1000,0.497422542916063,9.046634625,3173.66327813718
4.5,25.175,1.21765417170496,1333.33333333333,0.663230057221417,6.78497596875,3140.65442407184
4.5,25.175,1.21765417170496,1666.66666666667,0.829037571526771,5.427980775,3104.02252411491
4.5,25.175,1.21765417170496,2000,0.994845085832125,4.5233173125,3072.63838526915
4.5,25.175,1.21765417170496,2333.33333333333,1.16065260013748,3.877129125,3046.72453477893
4.5,25.175,1.21765417170496,2666.66666666667,1.32646011444283,3.392487984375,3025.32734649145
4.5,25.175,1.21765417170496,3000,1.49226762874819,3.015544875,3006.41653546139
4.5,25.175,1.21765417170496,3333.33333333333,1.65807514305354,2.7139903875,2993.6396508458
4.5,25.175,1.21765417170496,3666.66666666667,1.8238826573589,2.46726398863636,2977.16456542975
4.5,25.175,1.21765417170496,4000,1.98969017166425,2.26165865625,2966.9098798052
5,25.75,1.24096385542169,1000,0.497422542916063,10.05181625,3589.43401619433
5,25.75,1.24096385542169,1333.33333333333,0.663230057221417,7.5388621875,3524.90089921612
5,25.75,1.24096385542169,1666.66666666667,0.829037571526771,6.03108975,3465.31155153082
5,25.75,1.24096385542169,2000,0.994845085832125,5.025908125,3414.41282053058
5,25.75,1.24096385542169,2333.33333333333,1.16065260013748,4.30792125,3375.06948159527
5,25.75,1.24096385542169,2666.66666666667,1.32646011444283,3.76943109375,3341.04454684298
5,25.75,1.24096385542169,3000,1.49226762874819,3.35060541666667,3314.57657452103
5,25.75,1.24096385542169,3333.33333333333,1.65807514305354,3.015544875,3295.22925324453
5,25.75,1.24096385542169,3666.66666666667,1.8238826573589,2.74140443181818,3275.27731445024
5,25.75,1.24096385542169,4000,1.98969017166425,2.5129540625,3260.2133688891
5.5,26.325,1.2641056422569,1000,0.497422542916063,11.056997875,4006.59126483837
5.5,26.325,1.2641056422569,1333.33333333333,0.663230057221417,8.29274840625,3905.88930927259
5.5,26.325,1.2641056422569,1666.66666666667,0.829037571526771,6.634198725,3816.93372186341
5.5,26.325,1.2641056422569,2000,0.994845085832125,5.5284989375,3745.82833919773
5.5,26.325,1.2641056422569,2333.33333333333,1.16065260013748,4.738713375,3692.85023527986
5.5,26.325,1.2641056422569,2666.66666666667,1.32646011444283,4.146374203125,3649.86659371983
5.5,26.325,1.2641056422569,3000,1.49226762874819,3.68566595833333,3618.18803759308
5.5,26.325,1.2641056422569,3333.33333333333,1.65807514305354,3.3170993625,3591.51099467558
5.5,26.325,1.2641056422569,3666.66666666667,1.8238826573589,3.015544875,3568.77232382137
5.5,26.325,1.2641056422569,4000,1.98969017166425,2.76424946875,3549.91549469175
6,26.9,1.28708133971292,1000,0.497422542916063,12.0621795,4426.7026662196
6,26.9,1.28708133971292,1333.33333333333,0.663230057221417,9.046634625,4282.62800603654
6,26.9,1.28708133971292,1666.66666666667,0.829037571526771,7.2373077,4163.80765096211
6,26.9,1.28708133971292,2000,0.994845085832125,6.03108975,4076.67069072512
6,26.9,1.28708133971292,2333.33333333333,1.16065260013748,5.1695055,4012.68021689868
6,26.9,1.28708133971292,2666.66666666667,1.32646011444283,4.5233173125,3961.47685373174
6,26.9,1.28708133971292,3000,1.49226762874819,4.0207265,3920.30472136615
6,26.9,1.28708133971292,3333.33333333333,1.65807514305354,3.61865385,3888.75747439071
6,26.9,1.28708133971292,3666.66666666667,1.8238826573589,3.28968531818182,3862.08058534614
6,26.9,1.28708133971292,4000,1.98969017166425,3.015544875,3839.42025222847
6.5,27.475,1.30989272943981,1000,0.497422542916063,13.067361125,4851.26275280802
6.5,27.475,1.30989272943981,1333.33333333333,0.663230057221417,9.80052084375,4658.69816092186
6.5,27.475,1.30989272943981,1666.66666666667,0.829037571526771,7.840416675,4514.92482450331
6.5,27.475,1.30989272943981,2000,0.994845085832125,6.5336805625,4412.14391082777
6.5,27.475,1.30989272943981,2333.33333333333,1.16065260013748,5.600297625,4334.91625203793
6.5,27.475,1.30989272943981,2666.66666666667,1.32646011444283,4.900260421875,4276.20508789975
6.5,27.475,1.30989272943981,3000,1.49226762874819,4.35578704166667,4227.85484834829
6.5,27.475,1.30989272943981,3333.33333333333,1.65807514305354,3.9202083375,4187.68298171446
6.5,27.475,1.30989272943981,3666.66666666667,1.8238826573589,3.56382576136364,4157.89386526967
6.5,27.475,1.30989272943981,4000,1.98969017166425,3.26684028125,4127.84730598698
7,28.05,1.33254156769596,1000,0.497422542916063,14.07254275,5276.48874465045
7,28.05,1.33254156769596,1333.33333333333,0.663230057221417,10.5544070625,5039.26406556588
7,28.05,1.33254156769596,1666.66666666667,0.829037571526771,8.44352565,4874.79831469336
7,28.05,1.33254156769596,2000,0.994845085832125,7.036271375,4754.60895646466
7,28.05,1.33254156769596,2333.33333333333,1.16065260013748,6.03108975,4661.85446826733
7,28.05,1.33254156769596,2666.66666666667,1.32646011444283,5.27720353125,4592.72808534009
7,28.05,1.33254156769596,3000,1.49226762874819,4.69084758333333,4538.40465816009
7,28.05,1.33254156769596,3333.33333333333,1.65807514305354,4.221762825,4490.29251563004
7,28.05,1.33254156769596,3666.66666666667,1.8238826573589,3.83796620454545,4454.1206400881
7,28.05,1.33254156769596,4000,1.98969017166425,3.5181356875,4417.94082696805
7.5,28.625,1.35502958579882,1000,0.497422542916063,15.077724375,5707.39166091804
7.5,28.625,1.35502958579882,1333.33333333333,0.663230057221417,11.30829328125,5435.1965914536
7.5,28.625,1.35502958579882,1666.66666666667,0.829037571526771,9.046634625,5242.98293430639
7.5,28.625,1.35502958579882,2000,0.994845085832125,7.5388621875,5101.53722945323
7.5,28.625,1.35502958579882,2333.33333333333,1.16065260013748,6.461881875,4998.65897424009
7.5,28.625,1.35502958579882,2666.66666666667,1.32646011444283,5.654146640625,4913.36757738317
7.5,28.625,1.35502958579882,3000,1.49226762874819,5.025908125,4850.55837557085
7.5,28.625,1.35502958579882,3333.33333333333,1.65807514305354,4.5233173125,4796.12705081108
7.5,28.625,1.35502958579882,3666.66666666667,1.8238826573589,4.11210664772727,4753.60979897024
7.5,28.625,1.35502958579882,4000,1.98969017166425,3.76943109375,4712.66978193787
8,29.2,1.37735849056604,1000,0.497422542916063,16.082906,6150.66037775068
8,29.2,1.37735849056604,1333.33333333333,0.663230057221417,12.0621795,5840.55741907672
8,29.2,1.37735849056604,1666.66666666667,0.829037571526771,9.6497436,5619.15050935503
8,29.2,1.37735849056604,2000,0.994845085832125,8.041453,5459.93440517137
8,29.2,1.37735849056604,2333.33333333333,1.16065260013748,6.892674,5339.13870615196
8,29.2,1.37735849056604,2666.66666666667,1.32646011444283,6.03108975,5245.60063530447
8,29.2,1.37735849056604,3000,1.49226762874819,5.36096866666667,5168.43183887708
8,29.2,1.37735849056604,3333.33333333333,1.65807514305354,4.8248718,5105.68254095581
8,29.2,1.37735849056604,3666.66666666667,1.8238826573589,4.38624709090909,5055.20626853317
8,29.2,1.37735849056604,4000,1.98969017166425,4.0207265,5010.80663885095
8.5,29.775,1.39952996474736,1000,0.497422542916063,17.088087625,6611.07419285984
8.5,29.775,1.39952996474736,1333.33333333333,0.663230057221417,12.81606571875,6258.53230654853
8.5,29.775,1.39952996474736,1666.66666666667,0.829037571526771,10.252852575,6009.42890837145
8.5,29.775,1.39952996474736,2000,0.994845085832125,8.5440438125,5828.09238600988
8.5,29.775,1.39952996474736,2333.33333333333,1.16065260013748,7.323466125,5687.60881541818
8.5,29.775,1.39952996474736,2666.66666666667,1.32646011444283,6.408032859375,5582.59918884485
8.5,29.775,1.39952996474736,3000,1.49226762874819,5.69602920833333,5494.63074005403
8.5,29.775,1.39952996474736,3333.33333333333,1.65807514305354,5.1264262875,5422.32691332262
8.5,29.775,1.39952996474736,3666.66666666667,1.8238826573589,4.66038753409091,5362.62065562293
8.5,29.775,1.39952996474736,4000,1.98969017166425,4.27202190625,5313.31885078541
9,30.35,1.42154566744731,1000,0.497422542916063,18.09326925,7088.37979806547
9,30.35,1.42154566744731,1333.33333333333,0.663230057221417,13.5699519375,6694.29527610144
9,30.35,1.42154566744731,1666.66666666667,0.829037571526771,10.85596155,6412.40135831003
9,30.35,1.42154566744731,2000,0.994845085832125,9.046634625,6204.0144975652
9,30.35,1.42154566744731,2333.33333333333,1.16065260013748,7.75425825,6048.04924302979
9,30.35,1.42154566744731,2666.66666666667,1.32646011444283,6.78497596875,5924.24262948642
9,30.35,1.42154566744731,3000,1.49226762874819,6.03108975,5826.13521956898
9,30.35,1.42154566744731,3333.33333333333,1.65807514305354,5.427980775,5746.33511874058
9,30.35,1.42154566744731,3666.66666666667,1.8238826573589,4.93452797727273,5679.99004734577
9,30.35,1.42154566744731,4000,1.98969017166425,4.5233173125,5624.09102511286
9.5,30.925,1.44340723453909,1000,0.497422542916063,19.098450875,7583.55626937342
9.5,30.925,1.44340723453909,1333.33333333333,0.663230057221417,14.32383815625,7144.11842040366
9.5,30.925,1.44340723453909,1666.66666666667,0.829037571526771,11.459070525,6826.5179485551
9.5,30.925,1.44340723453909,2000,0.994845085832125,9.5492254375,6592.54864776762
9.5,30.925,1.44340723453909,2333.33333333333,1.16065260013748,8.185050375,6416.21435418767
9.5,30.925,1.44340723453909,2666.66666666667,1.32646011444283,7.161919078125,6279.56973264801
9.5,30.925,1.44340723453909,3000,1.49226762874819,6.36615029166667,6167.35611156543
9.5,30.925,1.44340723453909,3333.33333333333,1.65807514305354,5.7295352625,6077.42441423417
9.5,30.925,1.44340723453909,3666.66666666667,1.8238826573589,5.20866842045455,6002.77233235998
9.5,30.925,1.44340723453909,4000,1.98969017166425,4.77461271875,5941.28962992183
10,31.5,1.46511627906977,1000,0.497422542916063,20.1036325,8101.58844156455
10,31.5,1.46511627906977,1333.33333333333,0.663230057221417,15.077724375,7611.59690898822
10,31.5,1.46511627906977,1666.66666666667,0.829037571526771,12.0621795,7255.95685605317
10,31.5,1.46511627906977,2000,0.994845085832125,10.05181625,6997.65193569983
10,31.5,1.46511627906977,2333.33333333333,1.16065260013748,8.6158425,6798.47826657061
10,31.5,1.46511627906977,2666.66666666667,1.32646011444283,7.5388621875,6644.95920599434
10,31.5,1.46511627906977,3000,1.49226762874819,6.70121083333333,6520.73856905645
10,31.5,1.46511627906977,3333.33333333333,1.65807514305354,6.03108975,6419.56317456202
10,31.5,1.46511627906977,3666.66666666667,1.8238826573589,5.48280886363636,6332.38684373111
10,31.5,1.46511627906977,4000,1.98969017166425,5.025908125,6262.75854772671
10.5,32.075,1.48667439165701,1000,0.497422542916063,21.108814125,8642.10152951755
10.5,32.075,1.48667439165701,1333.33333333333,0.663230057221417,15.83161059375,8098.14032562043
10.5,32.075,1.48667439165701,1666.66666666667,0.829037571526771,12.665288475,7705.43437338056
10.5,32.075,1.48667439165701,2000,0.994845085832125,10.5544070625,7415.53119631026
10.5,32.075,1.48667439165701,2333.33333333333,1.16065260013748,9.046634625,7195.16438263793
10.5,32.075,1.48667439165701,2666.66666666667,1.32646011444283,7.915805296875,7020.15870800156
10.5,32.075,1.48667439165701,3000,1.49226762874819,7.036271375,6882.19540671717
10.5,32.075,1.48667439165701,3333.33333333333,1.65807514305354,6.3326442375,6771.57808343399
10.5,32.075,1.48667439165701,3666.66666666667,1.8238826573589,5.75694930681818,6674.48932946349
10.5,32.075,1.48667439165701,4000,1.98969017166425,5.27720353125,6593.81560959785
11,32.65,1.5080831408776,1000,0.497422542916063,22.11399575,9207.60684004589
11,32.65,1.5080831408776,1333.33333333333,0.663230057221417,16.5854968125,8606.57696188143
11,32.65,1.5080831408776,1666.66666666667,0.829037571526771,13.26839745,8170.684487276
11,32.65,1.5080831408776,2000,0.994845085832125,11.056997875,7847.55304974306
11,32.65,1.5080831408776,2333.33333333333,1.16065260013748,9.47742675,7603.68021325063
11,32.65,1.5080831408776,2666.66666666667,1.32646011444283,8.29274840625,7410.51083372913
11,32.65,1.5080831408776,3000,1.49226762874819,7.37133191666667,7255.13664633321
11,32.65,1.5080831408776,3333.33333333333,1.65807514305354,6.634198725,7132.06171125776
11,32.65,1.5080831408776,3666.66666666667,1.8238826573589,6.03108975,7025.76451753594
11,32.65,1.5080831408776,4000,1.98969017166425,5.5284989375,6935.73218571187
11.5,33.225,1.52934407364787,1000,0.497422542916063,23.119177375,9800.06998224939
11.5,33.225,1.52934407364787,1333.33333333333,0.663230057221417,17.33938303125,9139.41175523628
11.5,33.225,1.52934407364787,1666.66666666667,0.829037571526771,13.871506425,8655.87530664192
11.5,33.225,1.52934407364787,2000,0.994845085832125,11.5595886875,8299.63368557994
11.5,33.225,1.52934407364787,2333.33333333333,1.16065260013748,9.908218875,8029.40271849728
11.5,33.225,1.52934407364787,2666.66666666667,1.32646011444283,8.669691515625,7817.64777159532
11.5,33.225,1.52934407364787,3000,1.49226762874819,7.70639245833333,7645.15920487818
11.5,33.225,1.52934407364787,3333.33333333333,1.65807514305354,6.9357532125,7504.44301567626
11.5,33.225,1.52934407364787,3666.66666666667,1.8238826573589,6.30523019318182,7385.53685488554
11.5,33.225,1.52934407364787,4000,1.98969017166425,5.77979434375,7286.65025970176
12,33.8,1.55045871559633,1000,0.497422542916063,24.124359,10402.2684752397
12,33.8,1.55045871559633,1333.33333333333,0.663230057221417,18.09326925,9697.6312762218
12,33.8,1.55045871559633,1666.66666666667,0.829037571526771,14.4746154,9165.99500509221
12,33.8,1.55045871559633,2000,0.994845085832125,12.0621795,8770.58935404409
12,33.8,1.55045871559633,2333.33333333333,1.16065260013748,10.339011,8470.87514921439
12,33.8,1.55045871559633,2666.66666666667,1.32646011444283,9.046634625,8237.99450105259
12,33.8,1.55045871559633,3000,1.49226762874819,8.041453,8049.67286778248
12,33.8,1.55045871559633,3333.33333333333,1.65807514305354,7.2373077,7891.09834565696
12,33.8,1.55045871559633,3666.66666666667,1.8238826573589,6.57937063636364,7759.54831452594
12,33.8,1.55045871559633,4000,1.98969017166425,6.03108975,7649.41077837914
12.5,34.375,1.57142857142857,1000,0.497422542916063,25.129540625,11004.7188904245
12.5,34.375,1.57142857142857,1333.33333333333,0.663230057221417,18.84715546875,10284.4267055301
12.5,34.375,1.57142857142857,1666.66666666667,0.829037571526771,15.077724375,9699.52701501638
12.5,34.375,1.57142857142857,2000,0.994845085832125,12.5647703125,9265.46454115992
12.5,34.375,1.57142857142857,2333.33333333333,1.16065260013748,10.769803125,8932.86371993675
12.5,34.375,1.57142857142857,2666.66666666667,1.32646011444283,9.423577734375,8673.51342472441
12.5,34.375,1.57142857142857,3000,1.49226762874819,8.37651354166667,8465.20221265242
12.5,34.375,1.57142857142857,3333.33333333333,1.65807514305354,7.5388621875,8291.83625743737
12.5,34.375,1.57142857142857,3666.66666666667,1.8238826573589,6.85351107954545,8147.52419220384
12.5,34.375,1.57142857142857,4000,1.98969017166425,6.28238515625,8024.1471153618
13,34.95,1.59225512528474,1000,0.497422542916063,26.13472225,11607.4528170004
13,34.95,1.59225512528474,1333.33333333333,0.663230057221417,19.6010416875,10904.4933996901
13,34.95,1.59225512528474,1666.66666666667,0.829037571526771,15.68083335,10259.3853456125
13,34.95,1.59225512528474,2000,0.994845085832125,13.067361125,9783.18154377836
13,34.95,1.59225512528474,2333.33333333333,1.16065260013748,11.20059525,9416.97784859148
13,34.95,1.59225512528474,2666.66666666667,1.32646011444283,9.80052084375,9129.10071273351
13,34.95,1.59225512528474,3000,1.49226762874819,8.71157408333333,8897.30947069539
13,34.95,1.59225512528474,3333.33333333333,1.65807514305354,7.840416675,8707.18101724988
13,34.95,1.59225512528474,3666.66666666667,1.8238826573589,7.12765152272727,8549.49917821629
13,34.95,1.59225512528474,4000,1.98969017166425,6.5336805625,8411.16680298011
13.5,35.525,1.61293984108967,1000,0.497422542916063,27.139903875,12209.9458762916
13.5,35.525,1.61293984108967,1333.33333333333,0.663230057221417,20.35492790625,11554.7310049535
13.5,35.525,1.61293984108967,1666.66666666667,0.829037571526771,16.283942325,10851.9317030597
13.5,35.525,1.61293984108967,2000,0.994845085832125,13.5699519375,10324.7690221371
13.5,35.525,1.61293984108967,2333.33333333333,1.16065260013748,11.631387375,9922.75932251458
13.5,35.525,1.61293984108967,2666.66666666667,1.32646011444283,10.177463953125,9604.5138216481
13.5,35.525,1.61293984108967,3000,1.49226762874819,9.046634625,9349.33300477042
13.5,35.525,1.61293984108967,3333.33333333333,1.65807514305354,8.1419711625,9138.49747710019
13.5,35.525,1.61293984108967,3666.66666666667,1.8238826573589,7.40179196590909,8964.00489456898
13.5,35.525,1.61293984108967,4000,1.98969017166425,6.78497596875,8811.9454616841
14,36.1,1.63348416289593,1000,0.497422542916063,28.1450855,12812.9092451855
14,36.1,1.63348416289593,1333.33333333333,0.663230057221417,21.108814125,12220.2880902267
14,36.1,1.63348416289593,1666.66666666667,0.829037571526771,16.8870513,11478.5074085324
14,36.1,1.63348416289593,2000,0.994845085832125,14.07254275,10895.2731880349
14,36.1,1.63348416289593,2333.33333333333,1.16065260013748,12.0621795,10452.8690222752
14,36.1,1.63348416289593,2666.66666666667,1.32646011444283,10.5544070625,10101.3276601729
14,36.1,1.63348416289593,3000,1.49226762874819,9.38169516666667,9820.4495433952
14,36.1,1.63348416289593,3333.33333333333,1.65807514305354,8.44352565,9586.54837187934
14,36.1,1.63348416289593,3666.66666666667,1.8238826573589,7.67593240909091,9394.1661195448
14,36.1,1.63348416289593,4000,1.98969017166425,7.036271375,9227.01966477859
14.5,36.675,1.65388951521984,1000,0.497422542916063,29.150267125,13416.4448870152
14.5,36.675,1.65388951521984,1333.33333333333,0.663230057221417,21.86270034375,12900.184824107
14.5,36.675,1.65388951521984,1666.66666666667,0.829037571526771,17.490160275,12141.3982633882
14.5,36.675,1.65388951521984,2000,0.994845085832125,14.5751335625,11501.2599867034
14.5,36.675,1.65388951521984,2333.33333333333,1.16065260013748,12.492971625,11010.1545510341
14.5,36.675,1.65388951521984,2666.66666666667,1.32646011444283,10.931350171875,10625.1803844878
14.5,36.675,1.65388951521984,3000,1.49226762874819,9.71675570833333,10312.6416400929
14.5,36.675,1.65388951521984,3333.33333333333,1.65807514305354,8.7450801375,10054.8811422645
14.5,36.675,1.65388951521984,3666.66666666667,1.8238826573589,7.95007285227273,9842.53182918254
14.5,36.675,1.65388951521984,4000,1.98969017166425,7.28756678125,9658.20318601575
15,37.25,1.67415730337079,1000,0.497422542916063,30.15544875,14019.8487928279
15,37.25,1.67415730337079,1333.33333333333,0.663230057221417,22.6165865625,13594.7053479719
15,37.25,1.67415730337079,1666.66666666667,0.829037571526771,18.09326925,12837.7897903545
15,37.25,1.67415730337079,2000,0.994845085832125,15.077724375,12141.456580777
15,37.25,1.67415730337079,2333.33333333333,1.16065260013748,12.92376375,11596.6518991589
15,37.25,1.67415730337079,2666.66666666667,1.32646011444283,11.30829328125,11174.4354581059
15,37.25,1.67415730337079,3000,1.49226762874819,10.05181625,10827.6967309271
15,37.25,1.67415730337079,3333.33333333333,1.65807514305354,9.046634625,10545.2362942286
15,37.25,1.67415730337079,3666.66666666667,1.8238826573589,8.22421329545455,10309.9456408133
15,37.25,1.67415730337079,4000,1.98969017166425,7.5388621875,10107.368456275
